OrderID,CustomerID,CustomerName,Age,City,OrderDate,Category,ProductName,Quantity,UnitPrice,PaymentMethod,DeliveryStatus,TotalAmount,Discount,NetAmount
188d0d85-cc6b-473a-91de-653ee559604f,e0f81ab9-7060-4797-a068-7a15e1d047aa,Hitesh Mahal,25,Delhi,2024-12-24,Clothing,Deserunt Home,5,4975.41,Net Banking,In Transit,24877.05,5015.92,19861.129999999997
1f7e0f0f-e699-4026-b252-fcadb757d85a,a70da60f-8dfb-4a80-9841-9bc200e16325,Eta Brar,56,Mumbai,2025-01-16,Books,Earum Beauty,5,1514.76,Credit Card,Cancelled,7573.8,1444.38,6129.42
ccbb0a42-7a37-4ddc-bf20-0729b9942087,3af7aff5-f2ef-4035-9636-72370b11e7ae,Yug Parmar,51,Chennai,2025-04-10,Electronics,Molestias Clothing,3,765.14,UPI,In Transit,2295.42,548.18,1747.2400000000002
436212a0-2ba3-4525-b5f4-317840df102d,e21de685-6abd-4b6d-9214-0178c083a6ab,Vinaya Luthra,44,Mumbai,2025-02-08,Books,Id Beauty,1,9521.47,Credit Card,In Transit,9521.47,2188.79,7332.679999999999
4a41c8b5-0c61-45e9-9bf2-c1714526bcd8,d7ba8101-7377-40d2-964d-43af328015b7,Abha Batta,42,Hyderabad,2024-06-27,Home Appliances,Labore Books,3,8360.09,Credit Card,Cancelled,25080.27,2078.67,23001.6
7614ccb0-f25c-4a01-ba5d-19bd04d677e1,bdabe227-670a-429c-9c7e-9b60611dd843,Bina Raj,48,Hyderabad,2024-07-16,Beauty,Beatae Beauty,4,811.45,Credit Card,In Transit,3245.8,741.56,2504.2400000000002
b70d9f05-42ab-458f-a99d-5a12b5c5933e,b07b6d54-63ee-4d95-bffb-b637782da06e,Kai Basak,43,Hyderabad,2025-05-19,Beauty,Dolorum Beauty,3,7645.21,UPI,In Transit,22935.63,3243.72,19691.91
557c1f59-854c-4488-b36b-b41d1bea7464,a0a89549-c823-4509-beb2-8d33aac909fb,Vasana Dash,55,Delhi,2024-08-12,Electronics,Possimus Books,1,5590.28,Debit Card,In Transit,5590.28,524.83,5065.45
10ce43a9-73d8-4caf-b3de-6f787f7eb908,e6a9107c-e63b-49f7-a973-cd1513f75929,Leena Bail,52,Chennai,2024-11-24,Home Appliances,Incidunt Beauty,4,7406.79,Debit Card,In Transit,29627.16,4166.76,25460.4
20daec60-43df-4d3b-b6fd-93314bfd2c4f,9e3268f2-00ae-4eba-adc6-f4543f2604dd,Veer Bava,41,Chennai,2024-10-06,Beauty,Omnis Books,4,705.58,Net Banking,Cancelled,2822.32,677.65,2144.67
3b735b08-b701-40e5-bee3-464a62e8fad3,fd09ef08-41cb-49ad-9fe8-f600c8931afb,Aadhya Mani,34,Chennai,2024-10-21,Beauty,Dignissimos Beauty,3,2162.35,UPI,Returned,6487.05,1330.26,5156.79
5632ad8b-9e37-427a-8e47-11d5a4b5148f,501802b6-d572-4c6b-a9c7-9049ce126e6d,Bhavika Golla,31,Hyderabad,2024-11-11,Electronics,Ad Electronics,2,354.46,Credit Card,Cancelled,708.92,126.09,582.8299999999999
736f0cab-741f-4671-9ac0-2364632d072a,0a8a7948-3d52-4206-8db7-7d33a690581b,Upma Bajwa,30,Bangalore,2024-11-16,Clothing,Atque Electronics,3,7227.52,Net Banking,Returned,21682.56,3791.72,17890.84
247c0299-6ed0-4bab-a7fd-502300b318d0,73097794-9106-46e0-96cb-4ad1f074c4b8,Shivansh Lata,36,Bangalore,2025-05-05,Electronics,Ipsa Clothing,3,3531.89,Net Banking,Returned,10595.67,1815.67,8780.0
3a88883c-0c00-4fed-b0cc-53ac755c046d,67f2b456-f470-4795-a822-25a4dfae28c1,Sanaya Bath,32,Delhi,2025-03-16,Books,Eum Books,5,4899.15,Debit Card,Cancelled,24495.75,1872.3,22623.45
6d2b8bc1-44df-4596-9d17-8b725e53d928,ed400354-3e58-4c7f-8a6d-21ed3bff86f7,Yuvraj Bahl,48,Hyderabad,2025-04-15,Electronics,Perferendis Home,1,4489.78,Cash on Delivery,Cancelled,4489.78,1035.44,3454.3399999999997
1718f296-94fa-4f96-a79b-f74fc696de8a,04130f50-a2c2-404d-bc45-89487245b2f0,Eesha Patla,29,Delhi,2024-09-01,Electronics,Voluptas Electronics,5,3843.83,Cash on Delivery,Returned,19219.15,1593.79,17625.36
2c955c2b-1f65-41d7-8af6-2dff34607b8b,d0472fb9-354a-41bd-ba7b-dd447f00ea11,Baghyawati Manne,21,Chennai,2024-06-28,Books,Fuga Electronics,4,9507.31,UPI,Delivered,38029.24,7827.23,30202.01
0bcca545-9f9a-4cc9-8630-232b2a4ff84b,fbd5262d-0686-4820-be60-fb004900f0b3,Amruta Singhal,37,Bangalore,2024-12-31,Clothing,Facilis Electronics,4,202.31,Credit Card,In Transit,809.24,53.21,756.03
2ecf4c66-91a9-4985-896b-d21aec17142c,f7c46245-728d-4546-bd80-dd2a8ea6f33e,Tripti Divan,54,Bangalore,2025-06-24,Books,Labore Beauty,3,3500.71,Net Banking,Returned,10502.13,2256.62,8245.509999999998
7a594350-1e0f-4b92-8fda-b21408835074,d86c2fc6-8f16-447f-80f6-6ebd3499e2c7,Banjeet Divan,28,Chennai,2024-08-05,Electronics,Id Beauty,2,5308.34,Debit Card,Delivered,10616.68,1531.62,9085.060000000001
c7959b92-452e-4b85-9d6e-53d0aef93ca7,60225afa-5305-4ae2-a743-0252f5b6ce73,Zilmil Som,31,Delhi,2025-03-27,Home Appliances,Cum Electronics,5,9051.52,Credit Card,Returned,45257.6,3545.82,41711.78
5457d67c-b89a-4db2-b643-3b1d338f7868,1736d9a8-634e-4463-950e-5f30a244beb8,Bhavika Madan,32,Mumbai,2024-06-27,Books,Quod Electronics,1,539.91,Cash on Delivery,Cancelled,539.91,45.17,494.73999999999995
0d8a3ed2-a78a-4753-8b90-c40e05935afd,c161b893-92a0-4cba-aecf-00640c0057bd,Advay Shroff,39,Bangalore,2024-09-25,Beauty,Laboriosam Electronics,4,3961.03,UPI,In Transit,15844.12,3674.51,12169.61
2fedc335-65ce-42e8-990d-13f07d0fe138,3ca3c63d-5e61-46bf-8ffd-d95cb76dcdc6,Zehaan Seth,60,Delhi,2025-06-15,Home Appliances,Numquam Books,5,6489.17,Cash on Delivery,Delivered,32445.85,8038.03,24407.82
aeea312b-870a-4862-b0ef-ca5bdf1f27ca,1aa3ee0c-0c25-470d-a8b8-598e7584636d,Brinda Bir,38,Delhi,2024-08-20,Home Appliances,Odit Books,4,9100.34,Debit Card,Delivered,36401.36,6363.83,30037.53
f127022a-c3b6-4613-aa36-3c4713f1293c,199da8c0-ca7a-40a7-b41a-3d4a3923966c,Ishita Cheema,30,Hyderabad,2025-04-27,Beauty,Quam Electronics,5,9321.11,Debit Card,Cancelled,46605.55,11498.21,35107.340000000004
7284ed7b-0183-49c8-8f56-80ba618f977c,dcf4a043-c5f3-4cdf-98f2-b30d2f46da32,Bhavini Atwal,49,Delhi,2025-05-16,Beauty,Sunt Home,2,283.4,Cash on Delivery,Cancelled,566.8,113.71,453.09
24fd2b54-f5f2-40e0-83d6-fe7ea73311b1,b79ddfac-6325-4fa0-891c-06aefde5fb47,Vrishti Ravel,43,Mumbai,2025-01-04,Books,Eius Clothing,5,505.32,Credit Card,Delivered,2526.6,545.84,1980.7599999999998
a7619ff3-4a36-4445-9351-af24213370fb,2ea6029f-8ede-48ba-9f61-5193cafd30bb,Warjas Gole,27,Hyderabad,2025-03-02,Home Appliances,Quis Clothing,5,2417.53,Credit Card,In Transit,12087.65,1212.43,10875.22
6fa57325-ba58-4d41-b7f7-e2a41aea0525,381e52e2-c686-4c7d-a5a1-c41922393ef9,Tara Mand,53,Bangalore,2024-10-08,Books,Dicta Books,2,1661.01,Cash on Delivery,Returned,3322.02,656.42,2665.6
58019e74-809b-4a1a-a471-083f5bc94e6e,5f6651ca-08b4-4375-a062-c4567385819a,Anika Mistry,59,Chennai,2024-07-20,Beauty,Autem Books,3,1275.97,Credit Card,Delivered,3827.91,423.34,3404.5699999999997
8cdf7932-7ca6-4ab3-aac0-c8c85b27dd99,53f0e028-68b4-4620-b443-3de20f758cc4,Bhavna Radhakrishnan,54,Mumbai,2025-03-04,Beauty,Dolor Clothing,3,8791.96,UPI,In Transit,26375.88,6052.53,20323.350000000002
1083d138-4145-45d0-a91e-c3a9b7373329,9821f6a8-5028-4ce0-83a4-ab24f69d6f62,Vedant Dayal,51,Hyderabad,2025-04-27,Beauty,Vel Beauty,5,4396.34,Net Banking,Returned,21981.7,2553.82,19427.88
48288f2c-7b0f-4d02-b934-c3e84d9819ec,b689029d-282e-4c89-9b59-afd1d737531f,Azad Gara,35,Mumbai,2024-06-29,Books,Iusto Beauty,3,9778.62,Credit Card,In Transit,29335.86,4798.06,24537.8
f74bc541-1818-40b4-92c0-fcced21f6adb,94d7ac99-c4b4-43b9-a921-c744c7d0d0f9,Brinda Bhakta,19,Mumbai,2025-04-22,Electronics,Aspernatur Clothing,4,5168.69,Debit Card,Delivered,20674.76,5051.06,15623.699999999997
b65626d0-5241-4f58-b9c5-75297a076f66,6e97079e-10c8-4569-88f3-d23dd0369af3,Jagdish Agrawal,29,Chennai,2025-01-04,Beauty,Quidem Electronics,2,242.94,UPI,In Transit,485.88,65.69,420.19
cf62ecf1-670b-419d-b64c-ede903f4b815,a79199e7-a153-4167-8c89-118ee7a66c03,Eesha Rege,34,Hyderabad,2024-07-13,Books,Molestias Beauty,5,1294.58,Credit Card,Cancelled,6472.9,1040.12,5432.78
5ff833bf-2b10-4196-8c93-e2406453b9de,67080a96-c9e6-40e0-9c00-7e59fd3dcf07,Samarth Bava,31,Delhi,2024-12-06,Books,Natus Beauty,3,9785.64,Credit Card,In Transit,29356.92,6666.17,22690.75
58cfcfd7-c923-4733-a3d7-aa9fa63bfd37,66dc0524-f231-4145-91a3-4c8d62a9ac6d,Nitara Ramakrishnan,26,Hyderabad,2025-01-03,Beauty,Aspernatur Clothing,4,4806.83,Net Banking,Cancelled,19227.32,3882.78,15344.539999999999
34fce837-fa5d-40e6-a60f-03e431116233,7576e4ce-7a57-4cec-97b0-2c034c97a99a,Sai Chhabra,19,Delhi,2025-06-12,Electronics,Odit Electronics,3,2305.56,Debit Card,Delivered,6916.68,608.74,6307.9400000000005
16ac2c5a-5bc3-4b4f-9c2f-4377648a1bbc,1e2e45b6-6335-45f8-b0f8-b8b6324076da,Sai De,38,Mumbai,2025-02-04,Home Appliances,Laboriosam Beauty,5,3550.1,UPI,Delivered,17750.5,1720.01,16030.49
cb19b0a5-8525-4a6c-b97f-7b720f13d84e,b00e8205-3b81-44eb-bb35-619dddbcbc09,Ayushman Sethi,58,Delhi,2024-11-27,Electronics,Eius Beauty,4,8352.09,Net Banking,In Transit,33408.36,5349.61,28058.75
51353588-35c0-4613-99da-43cc41b4f645,6fff3a19-c32b-4aa8-885d-0c522c2848e3,Jagdish Tailor,48,Mumbai,2025-03-21,Books,Fugiat Clothing,5,2213.23,Cash on Delivery,In Transit,11066.15,1795.39,9270.76
97227b43-9db6-4357-b0c7-690d908d6ce9,1dc39a56-fcab-43b9-adc0-f9b8f0b347b7,Ekansh Nigam,24,Hyderabad,2024-08-07,Books,Perferendis Clothing,4,5357.03,Debit Card,Cancelled,21428.12,2066.52,19361.6
d03a4877-5882-48a4-a893-b193ba6711e4,69fdc21f-eb3f-4a33-9960-5d5306a3a1d5,Vrishti Wali,52,Chennai,2024-11-09,Books,Nulla Electronics,2,7892.99,Debit Card,Cancelled,15785.98,3577.39,12208.59
4a66c419-ec49-4a9b-bd60-137f43797176,e2572b1e-0561-42e3-9456-8401eab96249,Gagan Divan,55,Mumbai,2024-08-14,Electronics,Esse Clothing,5,9501.63,Credit Card,Cancelled,47508.15,11696.84,35811.31
6a756616-82aa-48b4-bc08-ee985ff14aa3,98a11033-5651-4639-a628-c4a07ba8d0c4,Chakradhar Kurian,39,Mumbai,2025-01-26,Home Appliances,Ex Beauty,5,3925.88,Debit Card,Delivered,19629.4,2025.92,17603.480000000003
4ad80eff-53da-41c6-a84d-da367e93c9e0,95ff65c3-aef3-41d4-a5f8-f79438ed8ed0,Divya Panchal,32,Hyderabad,2025-06-08,Books,Recusandae Beauty,5,6819.59,Debit Card,Delivered,34097.95,3988.13,30109.819999999996
137d3d21-fdf7-4483-ad5a-28db5eba3e60,2f759fd0-a9d7-499a-b558-796ba0ca3448,Vincent Morar,37,Hyderabad,2024-12-07,Electronics,Eligendi Electronics,4,8675.31,Cash on Delivery,Cancelled,34701.24,3351.2,31350.039999999997
cd1dc26d-c818-4e4f-af9e-083758e56a33,70f0daea-6b33-41ef-939d-e05904294e9f,Urvashi Divan,38,Hyderabad,2024-08-12,Beauty,Modi Home,1,2202.49,UPI,Returned,2202.49,394.27,1808.2199999999998
95408fd8-40ae-4608-8238-92c9eebc9603,e8efed83-ed5b-4702-969b-037b65ae201e,Saumya Hayre,26,Chennai,2024-12-21,Electronics,Sed Clothing,4,9721.12,UPI,Delivered,38884.48,4657.84,34226.64
286a5249-42f5-43cc-ae56-1b54fa4857a4,e56b6497-2f63-4b47-a688-984676c6d3f6,Thomas Batra,55,Delhi,2025-04-23,Clothing,Nisi Home,3,693.21,Net Banking,Cancelled,2079.63,410.96,1668.67
508a6e76-d06b-4b20-9fc2-b61321ae02b9,629989ec-ddaa-4ffc-b55d-bde41d42d965,Fariq Bajaj,36,Chennai,2024-08-05,Home Appliances,Quis Beauty,5,7530.62,Net Banking,Returned,37653.1,6870.13,30782.969999999998
f71ebc11-bd59-4244-beef-3f1b4b0ed1c0,5ec6024a-61fb-41cf-ba19-17bfa80edb89,Dalaja Mukherjee,31,Mumbai,2024-11-27,Electronics,Dolore Books,2,3055.42,UPI,In Transit,6110.84,323.95,5786.89
ca16c177-16d6-48c8-8ede-7b34e55efe75,435e6b3b-13a5-48e4-bf20-7adbb236b518,Upma Dube,34,Mumbai,2025-03-02,Beauty,Reprehenderit Clothing,2,6246.96,Credit Card,Cancelled,12493.92,2394.92,10099.0
b904dd29-0d3a-4bc9-b827-14bc80df42ea,d17871b3-2b82-4798-9cf9-956c5c3ff1db,Udarsh Parekh,23,Chennai,2024-12-11,Electronics,Exercitationem Home,5,6082.37,Net Banking,In Transit,30411.85,2887.32,27524.53
353dbaa3-8440-4617-980b-2cba00683cb0,b8e1e448-3982-44df-a1a7-044618835808,Keya Jain,39,Chennai,2024-11-28,Home Appliances,Natus Electronics,5,1154.63,Credit Card,Delivered,5773.15,514.26,5258.889999999999
9021459b-c62e-46c5-96e2-534fbfd2d655,1982cee8-46f9-41d0-9a7c-6df827831d7d,Triveni Thakur,48,Chennai,2025-05-08,Home Appliances,Doloremque Beauty,5,4465.77,UPI,Cancelled,22328.85,2434.2,19894.649999999998
93c6d187-cdc6-4f7e-a52a-1d824c511712,77d7e714-4f84-45d1-be0c-6b7234b1a2d7,Priya Dhar,59,Bangalore,2024-09-16,Beauty,Pariatur Beauty,1,6594.06,Credit Card,Cancelled,6594.06,1429.75,5164.31
67dc4851-5c89-46bf-a0eb-459aa2c91214,c9e9cf3e-c699-4e38-a194-c84e33fd904b,Vyanjana Vohra,58,Delhi,2024-09-23,Electronics,Voluptatum Electronics,3,5151.68,Credit Card,Delivered,15455.04,1320.47,14134.570000000002
f88a01fe-4418-4ebc-b864-83098446f1ea,859167ba-d07b-44f9-80b3-164f86cc67ad,Bhavika Varma,54,Delhi,2025-05-31,Electronics,Tempora Beauty,2,954.55,Cash on Delivery,In Transit,1909.1,184.92,1724.1799999999998
fb5e6632-dd68-4172-ab0a-1b483311b3f9,e6b69bbb-7842-45f7-9e1d-e17a0f2d3ed9,Victor Baria,28,Chennai,2024-08-05,Electronics,Nostrum Books,1,604.04,UPI,Returned,604.04,50.57,553.4699999999999
5c8ab043-6fbc-4f09-ab21-bcf008861508,9fcca88f-87cc-426c-936c-ea8814136a8c,Yoshita Rama,50,Chennai,2025-04-16,Home Appliances,Aperiam Home,3,856.78,Cash on Delivery,Delivered,2570.34,241.05,2329.29
1c6f8fab-f191-4200-b18f-b87af14f7945,85fd4208-0d24-4dc0-aa35-84c1dc5e6ee2,Charvi Apte,51,Chennai,2024-12-24,Electronics,Reprehenderit Home,2,3871.66,Net Banking,Returned,7743.32,1794.87,5948.45
bbc8e6a1-bb19-4aa1-a0c5-1bdbc9c0ef36,b7b0f371-bf60-4f28-a909-273bcb3f3f5a,Gautam Basu,49,Hyderabad,2025-03-02,Clothing,Accusamus Electronics,2,2137.02,Cash on Delivery,Returned,4274.04,326.16,3947.88
29dfb99f-4214-48b5-b358-19ace0cdbb89,c72f3b83-f32a-452a-81bf-4be40cf25a87,Ishaan Rama,46,Hyderabad,2025-03-20,Books,Dicta Clothing,4,6804.37,Cash on Delivery,Returned,27217.48,3167.59,24049.89
670d18d0-9c9d-4a61-86f4-5657283ea34d,1103d67f-a5c7-4337-a846-7a0a5d5aed0d,Om Kapoor,48,Mumbai,2024-09-03,Clothing,Quasi Beauty,1,9486.74,UPI,Delivered,9486.74,2121.69,7365.049999999999
cbf34160-9fb5-4347-8b7a-c45fd351ba39,1a457ee7-790b-4f04-b002-c3b0330482df,Dayita Loyal,30,Hyderabad,2024-08-14,Books,Ab Electronics,3,8393.91,Credit Card,Cancelled,25181.73,2009.99,23171.739999999998
fe2ebb98-d8ee-4ead-b1dc-f184ebe7059a,91e4e8ae-b337-4ac9-a097-8ee08c0cfe05,Parth Sura,35,Bangalore,2025-03-12,Home Appliances,Magnam Home,3,8441.18,Credit Card,Cancelled,25323.54,4953.22,20370.32
10b693a4-f0c7-4bdc-9976-1bae180ac026,1b6335b0-9aeb-4816-9d6a-d12a4282a84d,Yashasvi Hegde,33,Mumbai,2024-07-25,Clothing,Iste Clothing,4,8891.26,Debit Card,Delivered,35565.04,2115.82,33449.22
cf4f5509-0a17-432d-87df-2eb3f86350f4,a84d68b8-e06f-4318-af49-26c0fa539468,Chatresh Seshadri,38,Hyderabad,2024-07-04,Clothing,Cumque Clothing,2,1200.9,Cash on Delivery,Cancelled,2401.8,248.7,2153.1000000000004
8787db78-5b3b-4dde-9547-e475c90da088,5c545db2-8627-48a6-9760-ff49958a3d80,Urishilla Kumer,18,Mumbai,2024-10-06,Electronics,Ratione Books,2,262.91,Debit Card,Cancelled,525.82,65.4,460.4200000000001
e2c9e264-0690-4ca8-90f8-4fdb13124379,f6e8a8c3-adea-45a7-8622-fbda08056a45,Vyanjana Karnik,22,Delhi,2024-11-09,Beauty,Adipisci Electronics,2,4018.31,Debit Card,Returned,8036.62,642.05,7394.57
e1535bea-72e7-4a0b-8bd2-23e49e355f4b,a97d629a-6992-43f0-912d-0191665945d3,Naveen Dewan,20,Bangalore,2025-04-19,Books,Aliquid Beauty,2,8396.26,Net Banking,Returned,16792.52,934.93,15857.59
bc40e6a0-d92e-4eab-ab77-872efa9bb413,c90b98b9-0a1f-488e-87aa-82a8f4e3fbdb,Faras Lala,60,Chennai,2025-02-24,Electronics,Excepturi Books,1,2213.72,Credit Card,Cancelled,2213.72,157.06,2056.66
19edf32c-d4f3-468b-8fbc-d38663e9cafa,e1d868de-4bf8-4603-820e-21f6c29de05f,Urvi Borah,38,Delhi,2024-07-06,Electronics,Quae Electronics,4,9973.97,UPI,Cancelled,39895.88,5981.53,33914.35
2d0cf967-f9fe-4bfd-ad3c-adf7271d66c3,1362d9e5-ff20-49f6-ae03-3e8b553b455d,Saanvi Kohli,48,Delhi,2024-11-15,Books,Autem Books,4,4428.89,Cash on Delivery,Returned,17715.56,1965.7,15749.86
ce3f88d0-b650-462b-a1d0-19ad64b3baab,8033fda9-a556-4165-b283-890134b476c4,Upadhriti Choudhary,55,Hyderabad,2025-03-07,Books,Molestiae Clothing,3,5893.07,Debit Card,In Transit,17679.21,2592.96,15086.25
47c0cb0d-4675-4f01-8cdc-afee641ae453,6a6ae20d-3501-43a3-86f0-8582c3a4af75,Balhaar Varughese,57,Bangalore,2025-01-24,Home Appliances,Quia Home,1,3774.52,UPI,Delivered,3774.52,871.44,2903.08
85862f9e-ef5c-4255-a098-cc03d8a44b43,70d88cf7-7ffd-4820-bbd9-4841ee42d89a,Varenya Karnik,28,Hyderabad,2024-07-16,Clothing,Autem Beauty,4,4353.06,Credit Card,Delivered,17412.24,1684.76,15727.480000000001
cdc44c8f-ae38-4aa5-8594-aa7e781602fb,be306fbd-d3d3-4e33-856d-f836976a0c75,Pahal Chokshi,21,Hyderabad,2025-03-04,Electronics,Praesentium Home,1,2018.69,Debit Card,In Transit,2018.69,293.36,1725.33
2c44c1b5-c7c4-44f0-bfd4-1988085e4073,6c5b12e8-8d69-44ec-bce3-971a1e32e478,Teerth Doctor,32,Hyderabad,2024-06-27,Clothing,Corporis Electronics,1,3148.02,UPI,In Transit,3148.02,593.41,2554.61
